2620:52:0:1304::5;a0:36:9f:d3:eb:ac;64;openshift-master-spoke2-0.mgmt-spoke2.e2e.bos.redhat.com;2620:52:0:1304::fe;e2e.bos.redhat.com;2620:52:0:1304::1
2620:52:0:1304::6;a0:36:9f:d3:ec:0c;64;openshift-master-spoke2-1.mgmt-spoke2.e2e.bos.redhat.com;2620:52:0:1304::fe;e2e.bos.redhat.com;2620:52:0:1304::1
2620:52:0:1304::7;a0:36:9f:d3:ec:b4;64;openshift-master-spoke2-2.mgmt-spoke2.e2e.bos.redhat.com;2620:52:0:1304::fe;e2e.bos.redhat.com;2620:52:0:1304::1
